Title,Price,Size,Neighbourhood,City,Date_Posted,Rooms
"Mieszkanie na sprzedaż 63m
450 000 zł
do negocjacji",450000.0,63.0,,Leszno,2025-05-11,
"2-pokojowe mieszkanie z dużym potencjałem
350 000 zł",350000.0,59.11,,Kalisz,2025-05-09,2
"Mieszkanie dwupokojowe, Jeżyce, blisko centrum
399 000 zł",399000.0,36.7,Jeżyce,Poznań,,
"Trzypokojowe Mieszkanie W Bloku Z Windą W Lesznie
429 000 zł",429000.0,51.1,,Leszno,2025-04-22,
"Mieszkanie 3pokoje, duże
399 000 zł",399000.0,78.0,,Kalisz,2025-05-11,3
"kompaktowe 2pokoje Grunwald od zaraz
425 000 zł",425000.0,34.0,Grunwald,Poznań,2025-05-11,2
"Nowe Centrum Września mieszkanie F2.M1
391 952 zł",391952.0,42.06,,Września,2025-05-11,
"Mieszkanie w dobrym stanie w kamienicy Kolejowa
440 000 zł",440000.0,50.22,Łazarz,Poznań,2025-04-30,
"3 pokojowe mieszkanie – Poznań, Osiedle Hetmańskie - bez prowizji
439 000 zł",439000.0,47.6,Łazarz,Poznań,2025-04-28,3
"2-pokojowe mieszkanie 35m2 + ogródek
427 000 zł",427000.0,35.72,Naramowice,Poznań,2025-05-11,2
"Fałkowo - nowe mieszkania! Polecam!!!
353 600 zł",353600.0,52.0,,Fałkowo,2025-05-06,
"2 pokoje | Inwestycja | Top Lokalizacja
395 000 zł",395000.0,41.7,Grunwald,Poznań,2025-05-07,2
"Fajne mieszkanie z piwnicą, ogrodem i 2 garażami
450 000 zł",450000.0,73.0,,Szczodrzykowo,2025-04-11,
"2-pokojowe 54m2 + strych + miejsce parkingowe
439 000 zł",439000.0,54.0,,Luboń,2025-04-20,2
"Słoneczne z osobną kuchnią, 2 pokoje przy Bukowskiej, blisko UMP i UAM
440 000 zł",440000.0,43.1,Grunwald,Poznań,2025-04-29,2
"Przestronne 2-pokojowe | ogródek | garaż | piwnica
430 000 zł",430000.0,54.2,,Przebędowo,2025-05-09,2
"Nowy Apartament ‼Marmur Winda Parking TARAS ‼‼
399 999,97 zł",39999997.0,45.76,,Jarocin,2025-05-07,
"Poznań Łazarz mieszkanie, niski czynsz, doskonała lokalizacja
385 000 zł",385000.0,34.16,,Napachanie,2025-05-04,
"Nowe mieszkanie 2-pokojowe 40m, wykończone, miejsce parkingowe w cenie
359 000 zł
do negocjacji",359000.0,40.0,,Ostrów Wielkopolski,2025-05-11,2
"Świetne M2 Poznań/Luboń - gotowe do wykończenia
356 000 zł",356000.0,38.29,,Luboń,2025-04-17,
"Mieszkanie /parter+piętro+poddasze/ +garaż
450 000 zł",450000.0,90.0,,Stary Widzim,2025-04-26,
"2-pokojowe mieszkanie 48,4 m² z balkonem, Poznań
440 000 zł",440000.0,48.4,,Poznań,2025-04-08,2
"Komfortowo wykończone/duża działka/garaż/piwnica/polecam!
450 000 zł",450000.0,62.3,,Gwiazdowo,2025-05-05,
"Piękne mieszkanie po kapitalnym remoncie
379 000 zł",379000.0,53.7,,Leszno,2025-04-24,
"Mieszkanie 3 pokojowe z klimatyzacja własnościowe do negocjacji
399 000 zł",399000.0,60.9,,Szamotuły,2025-05-04,3
"Polecam na sprzedaż kawalerkę - Łazarz!
395 300 zł",395300.0,33.5,Łazarz,Poznań,2025-05-11,
"Perfekcyjna Kawalerka na os. Wichrowe Wzgórze
383 700 zł",383700.0,32.0,Winogrady,Poznań,2025-04-19,1
"os. Oświecenia - niski blok!
399 000 zł",399000.0,37.53,Rataje,Poznań,2025-04-16,
"Na sprzedaż mieszkanie 3 pok. w Pile, Śródmieście.
370 000 zł",370000.0,62.5,,Piła,2025-04-15,3
"Mieszkanie 38 m Kórnik
370 000 zł",370000.0,38.0,,Lisówki,2025-05-10,
"Mieszkanie w budynku z 4 lokalami mieszkalnymi z ogródek
380 000 zł",380000.0,58.0,,Grodzisk Wielkopolski,2025-05-08,
"2 pokoje, doskonała lokalizacja, Grunwald, 1. piętro
450 000 zł",450000.0,42.9,Ogrody,Poznań,2025-05-10,2
"Mieszkanie Pierwsze Piętro ul. Ostroroga Leszno duży balkon !!!
429 000 zł",429000.0,57.13,,Leszno,2025-05-07,
"Zadbane i jasne 2 pokoje na Jeżycach | Piwnica | Parking
428 000 zł",428000.0,37.2,Jeżyce,Poznań,2025-04-23,2
"Sprzedam mieszkanie 42,2m2 / 2 pokoje / duży balkon / os. Kopernika
434 000 zł",434000.0,42.2,Grunwald,Poznań,2025-05-04,2
"Mieszkanie w centrum Konina po remoncie, 3 Pokoje, Balkon, 2 Piętro
379 900 zł",379900.0,50.68,,Konin,2025-04-23,3
"Duże mieszkanie, parter,balkon,garaż,ogród,cisza.
399 000 zł",399000.0,62.0,,Kaczory,2025-04-28,
"Przytulne, funkcjonalne 2-pokoje na Ratajach!
427 000 zł",427000.0,37.8,Rataje,Poznań,2025-04-19,2
"Tylko u nas! Tysiąclecia-2pokoje-wyposażone-47,5m2
350 000 zł",350000.0,47.5,,Poznań,2025-04-19,2
"Mieszkanie z dużym potencjałem aranżacyjnym 3p.
429 000 zł",429000.0,52.5,,Swarzędz,2025-04-13,
"Mieszkanie 2-pokojowe 38,56 m2 z tarasem i ogródkiem na parterze
443 440 zł",443440.0,38.56,,Luboń,2025-04-29,2
"Bułgarska - dwa pokoje w świetnej lokalizacji
380 000 zł",380000.0,37.1,Grunwald,Poznań,2025-04-13,
"Mieszkanie+Ogródek+2MP+Internet+Fotowoltaika
405 000 zł",405000.0,71.17,,Tarnowo Podgórne,2025-05-11,
"Mieszkanie ul. Działkowa
399 000 zł
do negocjacji",399000.0,56.31,,Nowy Tomyśl,2025-05-06,
"Nowe mieszkanie w centrum Rydzyny
450 000 zł",450000.0,59.68,,Rydzyna,,
"3 pokoje | os. Dobrzec | parter | do remontu
365 000 zł",365000.0,77.04,,Kalisz,2025-05-09,3
"Wyjątkowe dwustronne Mieszkanie na ul Fromborskiej
399 000 zł",399000.0,58.0,,Września,2025-04-25,
"Nadolnik Compact Apartments | apartament AB.4.074
362 419 zł",362419.0,42.24,,Poznań,2025-05-01,
"mieszkanie 2 pokojowe Winogrady os Kosmonautów otwarta kuchnia
435 000 zł",435000.0,38.0,Winogrady,Poznań,2025-05-09,2
"3 pokojowe Pod Lipami
449 000 zł",449000.0,47.6,Winogrady,Poznań,2025-04-14,3
"Nowa Cena! Przestronne mieszkanie w kamienicy!
429 000 zł",429000.0,79.45,,Buk,2025-05-05,
"REZERWACJA_2 pokoje/ 44,7 m2/Serdeczna/Zalasewo/ Bezpośrednio
450 000 zł",450000.0,44.7,,Zalasewo,2025-04-17,2
"Mieszkanie, Poznań
369 000 zł",369000.0,43.9,Wilda,Poznań,2025-04-12,
"kompaktowa kawalerka w nowoczesnej aranżacji
375 000 zł",375000.0,31.7,Piątkowo,Poznań,2025-04-06,1
"Luboń Przytulne 2 pokoje / Gotowe do Zamieszkania!
399 000 zł",399000.0,34.8,,Luboń,2025-04-15,2
"Sprzedaż mieszkania
395 000 zł",395000.0,64.0,,Rogoźno,2025-05-07,
"M2 do wejścia/niezależne pokoje/piwnica
439 000 zł",439000.0,38.3,Winogrady,Poznań,2025-04-17,
"Poznań Łazarz mieszkanie, niski czynsz, doskonała lokalizacja
385 000 zł",385000.0,34.16,,Napachanie,2025-05-04,
"Ładne mieszkanie w świetnej lokalizacji
419 000 zł",419000.0,46.28,,Bogdanowo,2025-05-11,
"Lokal blisko terenów rekreacyjnych, jeziora!
420 000 zł",420000.0,49.9,,Swarzędz,2025-04-23,
"Mieszkanie 2-pokojowe z osobną kuchnią w Luboniu
418 000 zł",418000.0,48.0,,Luboń,2025-04-23,2
"Unikatowe Kameralne Mieszkania nad Jeziorem
366 000 zł",366000.0,53.0,,Środa Wielkopolska,2025-03-25,
"Mieszkanie 3pokoje, duże
399 000 zł",399000.0,78.0,,Kalisz,2025-05-11,3
"3-pok.rozkładowe mieszkanie na parterze z balkonem
425 000 zł",425000.0,57.52,,Kalisz,2025-05-09,3
"3 pokoje do remontu na Grunwaldzie
450 000 zł",450000.0,48.2,Grunwald,Poznań,2025-04-15,3
"DWUPOZIOMOWE Mieszkanie z Ogródkiem ! 66,8m2
394 000 zł",394000.0,66.8,,Kórnik,2025-05-02,
"Centrum, ul. Garbary, osobne pokoje, wyremontowane
435 000 zł",435000.0,43.0,Stare Miasto,Poznań,2025-04-17,
"mieszkanie na sprzedaż Poznań Winogrady w okazyjnej cenie !!!
449 000 zł
do negocjacji",449000.0,53.0,Winogrady,Poznań,,
"Nowe mieszkanie w centrum Rydzyny
450 000 zł",450000.0,59.68,,Rydzyna,,
"2 Pokojowe mieszkanie z oddzielną kuchnią + balkon
380 000 zł",380000.0,53.0,,Kalisz,2025-05-10,2
"Trzypokojowe Mieszkanie W Bloku Z Windą W Lesznie
429 000 zł",429000.0,51.1,,Leszno,2025-04-22,
"Mieszkanie blisko centrum, Bezczynszowe
385 000 zł",385000.0,130.0,,Gostyń,2025-04-25,
"Mieszkanie 3 pokoje, centrum Gniezna
410 000 zł",410000.0,64.0,,Gniezno,2025-05-07,3
"2 Pokoje Wilda/Powstańcza 1
399 999 zł",399999.0,45.9,Wilda,Poznań,2025-05-08,2
"3 pok mieszkania z ogródkiem i 2 mjsc post.
449 000 zł",449000.0,59.65,,Rokietnica,2025-05-07,3
"2- pok. , do remontu w atrakcyjnej lokalizacji
379 000 zł",379000.0,38.0,Winogrady,Poznań,2025-04-22,2
"KAWALERKA z PIĘKNYM widokiem na ZIELEŃ na Ratajach
399 000 zł",399000.0,36.3,Rataje,Poznań,2025-04-25,1
"Mieszkanie 3-pokojowe, 54m2, winda, po remoncie
379 000 zł",379000.0,54.0,,Leszno,2025-04-11,3
"Ładne mieszkanie 2 pokojowe na Podolanach...
409 000 zł",409000.0,35.0,Podolany,Poznań,2025-05-07,2
"Funkcjonalne 2 pokoje *Zielone Winogrady*
437 000 zł",437000.0,38.1,Winogrady,Poznań,2025-05-07,2
"Dwustronne mieszkanie po REMONCIE GENERALNYM
370 000 zł",370000.0,52.0,,Wolsztyn,2025-05-09,
"Nowoczesne mieszkania - wyjątkowa okolica
381 700 zł",381700.0,45.5,,Kościan,2025-05-11,
"NOWE mieszkanie sprzedam 45m
383 000 zł",383000.0,45.0,,Marszew,2025-05-11,
"Zamieszkaj w sercu Grunwaldu – wygoda i dostępność
449 000 zł",449000.0,40.0,Junikowo,Poznań,,
"Mieszkanie 3-pok. z ogrodem - stan deweloperski
415 000 zł",415000.0,63.15,,Kalisz,2025-04-28,3
"ciche dwupokojowe blisko PST!!!
450 000 zł",450000.0,48.8,Piątkowo,Poznań,2025-04-19,
"Komfortowa Kawalerka W Suchym Lesie!
380 000 zł",380000.0,34.9,,Suchy Las,2025-04-25,1
"3 Pok na 1 piętrze z Balkonem w N.Skalmierzycach
359 000 zł",359000.0,40.0,,Nowe Skalmierzyce,2025-04-07,3
"Mieszkanie 2-pokojowe w centrum Buku 43,5 m2
360 000 zł",360000.0,43.51,,Buk,2025-04-25,2
"Sprzedam mieszkanie 4 pokojowe
390 000 zł",390000.0,55.0,,Kalisz,2025-04-29,4
"2 pokoje, doskonała lokalizacja, Grunwald, 1. piętro
450 000 zł",450000.0,42.9,Ogrody,Poznań,2025-05-10,2
"Sołacz - kawalerka 34,5m2 z jasna kuchnią, balkon
381 000 zł",381000.0,35.0,Sołacz,Poznań,2025-04-14,1
"Nowoczesne mieszkanie 35 m² po generalnym remoncie
425 000 zł",425000.0,35.0,Łazarz,Poznań,2025-04-08,
"2-pokojowe mieszkanie z oddzielną kuchnią. Piwnica
399 000 zł",399000.0,41.3,Rataje,Poznań,2025-05-08,2
"Nowy Apartament ‼Marmur Winda Parking TARAS ‼‼
399 999,97 zł",39999997.0,45.76,,Jarocin,2025-05-07,
"Mieszkanie 38 m Kórnik
370 000 zł",370000.0,38.0,,Lisówki,2025-05-10,
"Wykończone pod klucz!Balkon!Parking!Rowerownia!
449 000 zł",449000.0,35.0,,Dopiewiec,2025-05-07,
"Kawalerka 31,70 m² – ul. Kościelna, Jeżyce
412 800 zł",412800.0,31.7,Jeżyce,Poznań,2025-04-18,1
"Mieszkanie lub Inwestycja/ TARAS 50m+OGRÓD+PARKING
409 000 zł",409000.0,35.0,Grunwald,Poznań,2025-04-10,
"3 pokoje + garaż + 2 piwnice – gotowe M!
375 000 zł",375000.0,59.3,,Września,2025-04-23,3
"Dębiec | Jaworowa | 2 pokoje + piwnica | OKAZJA
395 000 zł",395000.0,45.65,Dębiec,Poznań,2025-04-14,2
"Funkcjonalność, komfort M-4 10 km od Wrześni
378 000 zł",378000.0,77.2,,Bieganowo,2025-04-30,
"Słoneczne mieszkanie na PARTERZE !
359 000 zł",359000.0,48.9,,Leszno,2025-04-18,
"2-pokojowe mieszkanie w centrum
419 000 zł",419000.0,29.48,Stare Miasto,Poznań,2025-05-06,2
"Kawalerka z oddzielną kuchnią. Mieszkanie inwestycyjne z najemcą
380 000 zł",380000.0,32.0,Winogrady,Poznań,2025-05-03,1
"2 pokoje |parter |po remoncie |blisko UP |Sołacz
399 000 zł",399000.0,35.4,Jeżyce,Poznań,2025-05-05,2
"Poznań Łazarz mieszkanie, niski czynsz, doskonała lokalizacja
385 000 zł",385000.0,34.16,,Napachanie,2025-05-04,
"Mieszkanie bez czynszowe 93mkw od właściciela,bez pośredników ,okazja
399 999 zł",399999.0,93.0,,Kościan,2025-05-04,
"Sprzedaż mieszkania
395 000 zł",395000.0,64.0,,Rogoźno,2025-05-07,
"Mieszkanie 49,82 m2 z widokiem na panoramę Środy
398 000 zł",398000.0,49.82,,Środa Wielkopolska,2025-04-16,
"Jeżyce, Reja, balkon, osobna sypialnia
399 000 zł",399000.0,26.5,Jeżyce,Poznań,2025-04-18,
"Kawalerka i 2 miejsca postojowe w cenie!
380 000 zł",380000.0,29.54,Naramowice,Poznań,2025-04-30,1
"Polecam kawalerkę na sprzedaż - Łazarz
434 400 zł",434400.0,36.2,Łazarz,Poznań,2025-05-11,
"3-pokojowe mieszkanie, os. Zamenhofa -Leszno
387 000 zł",387000.0,54.1,,Leszno,2025-04-17,3
"Zabłockiego - 3 pokoje w wysokim standardzie
399 000 zł",399000.0,60.1,,Gniezno,2025-04-14,3
"Parter z loggia Ostroroga Leszno , 3 pokoje z widokiem na zieleń.
435 000 zł",435000.0,55.8,,Leszno,2025-05-06,3
"Mieszkanie, Święciechowa
420 000 zł",420000.0,85.96,,Święciechowa,2025-04-15,
"2 pokoje, ul. Kordeckiego!
400 000 zł",400000.0,39.4,Górczyn,Poznań,2025-04-27,2
"Wyposażone - 4 pokojowe przestronne mieszkanie
359 000 zł",359000.0,81.5,,Gostyń,2025-05-06,4
"Mieszkanie 3pokoje, duże
399 000 zł",399000.0,78.0,,Kalisz,2025-05-11,3
"2 Pokojowe mieszkanie z oddzielną kuchnią + balkon
380 000 zł",380000.0,53.0,,Kalisz,2025-05-10,2
"OWP, 3 pokoje, po remoncie, opcja z umeblowaniem
415 000 zł",415000.0,51.7,,Grodzisk Wielkopolski,2025-05-05,3
"*OKAZJA* | OGRÓDEK 19 m2 | 2pokoje | 36,57 m2 | komórka lokatorska 4m2
395 000 zł",395000.0,36.57,Podolany,Poznań,2025-04-23,2
"Kawalerka z tarasem- Promocja
387 730 zł",387730.0,26.7,,Poznań,2025-04-15,1
"OKAZJAKawalerka lub 2 pokogródekPremiumJeżyce
384 890 zł",384890.0,35.05,Jeżyce,Poznań,2025-04-16,1
"Mieszkanie 35m Poznań Żegrze
365 000 zł",365000.0,35.0,Chartowo,Poznań,2025-05-11,
"Mieszkanie na parterze gotowe do zamieszkania!
385 000 zł",385000.0,49.0,,Oborniki,2025-04-29,
"Chwaliszewo 64, 2 pokoje, 37 m2
415 000 zł",415000.0,37.0,Stare Miasto,Poznań,2025-05-05,2
"3 pokoje + garaż + 2 piwnice – gotowe M!
375 000 zł",375000.0,59.3,,Bieganowo,2025-04-28,3
"Mieszkanie na sprzedaż
450 000 zł
do negocjacji",450000.0,44.0,,Opalenica,2025-05-11,
"Atrakcyjna bezczynszowa kawalerka, Poznań, Łozowa
375 000 zł",375000.0,33.6,Dębiec,Poznań,2025-05-07,1
"Po remoncie, duże mieszkanie, 3 pokoje, Śrem
387 000 zł",387000.0,59.1,,Śrem,2025-04-14,3
"2 pokoje, doskonała lokalizacja, Grunwald, 1. piętro
450 000 zł",450000.0,42.9,Ogrody,Poznań,2025-05-10,2
"Mieszkanie 38 m Kórnik
370 000 zł",370000.0,38.0,,Lisówki,2025-05-10,
"Sprzedam nowe 2 pok. 1 piętro, 42m2 ul. Sielawy 23 + miejsce postojowe
450 000 zł
do negocjacji",450000.0,42.0,Naramowice,Poznań,2025-05-05,2
"Mieszkanie 3 pokoje - stan deweloperski od ręki
359 128 zł",359128.0,46.64,,Ostrów Wielkopolski,2025-04-18,3
"Kawalerka z osobną kuchnią w sercu Jeżyc, piękna kamienica!
389 000 zł",389000.0,29.5,Jeżyce,Poznań,2025-05-08,1
"Mieszkanie, Poznań
418 000 zł",418000.0,38.0,Winiary,Poznań,2025-04-07,
"2 Pokoje | Piwnica | Odnowione
399 999 zł",399999.0,33.0,Dębiec,Poznań,2025-04-22,2
"Mieszkanie, Poznań
380 000 zł",380000.0,38.0,Rataje,Poznań,2025-05-05,
"NOWE GARBY mieszkania gotowe Wysoki Standard !!!
410 975 zł",410975.0,48.35,,Zalasewo,2025-04-12,
"Przestronne 3-pokojowe mieszkanie - Śrem
358 000 zł",358000.0,60.2,,Śrem,2025-04-15,3
"3-pokojowe mieszkanie 49m2 + ogródek Bezpośrednio
432 608 zł",432608.0,49.16,,Złotniki,2025-05-07,3
"Mieszkanie 3-pok. z garażem w centrum miasta
399 000 zł",399000.0,60.8,,Kalisz,2025-05-06,3
"Mieszkanie 2-pokojowe - Bonin ul. Turkusowa
420 000 zł",420000.0,36.3,Jeżyce,Poznań,2025-04-23,2
"Sprzedam Mieszkanie z działeczką i dwoma parkingami .
385 000 zł
do negocjacji",385000.0,59.0,,Żerków,2025-05-11,
"NOWE mieszkanie sprzedam 45m
383 000 zł",383000.0,45.0,,Marszew,2025-05-11,
"Nowe mieszkanie w centrum Rydzyny
450 000 zł",450000.0,59.68,,Rydzyna,,
"os. Pod Lipami, 2 pokoje
429 000 zł",429000.0,38.1,,Poznań,2025-04-24,2
"Mieszkanie przy os. Rozalin. Na cele własne lub wy
429 000 zł",429000.0,41.64,,Lusówko,2025-05-05,
"Mieszkanie w świetnej lokalizacji!
359 900 zł",359900.0,48.0,,Gniezno,2025-05-04,
"Ciche, Jasne Mieszkanie W Sercu Jeżyc!
438 000 zł",438000.0,43.9,Jeżyce,Poznań,2025-05-01,
"Nowoczesne 2 pokoje *Piątkowo*
419 000 zł",419000.0,31.0,Piątkowo,Poznań,2025-05-05,2
"2/3 pokoje do remontu blisko Pkp/Mtp/Parku
389 999 zł",389999.0,49.4,Łazarz,Poznań,2025-04-25,3
"Mieszkanie Rokietnica
449 000 zł",449000.0,59.65,,Rokietnica,2025-03-15,
"Svaran | mieszkanie 2-pokojowe | B2_D_4_7
442 728 zł",442728.0,42.9,,Swarzędz,2025-05-08,2
"2pokoje/40,7m2/Balkon/Zalasewo/Swarzędz
399 900 zł",399900.0,40.7,,Zalasewo,2025-04-16,2
"Do remontu – 2 Pokoje + Piwnica, Poznań 5 minut do Jeziora Malta
449 000 zł",449000.0,44.9,,Poznań,2025-04-30,2
"Poznań Łazarz mieszkanie, niski czynsz, doskonała lokalizacja
385 000 zł",385000.0,34.16,,Napachanie,2025-05-04,
"Trzypokojowe Mieszkanie W Bloku Z Windą W Lesznie
429 000 zł",429000.0,51.1,,Leszno,2025-04-22,
"Kawalerka 32,40 m - Jeżyce, ul. Galla
367 000 zł",367000.0,32.4,Jeżyce,Poznań,2025-04-24,1
"3-pokojowe mieszkanie 52m2 + balkon
438 900 zł",438900.0,52.25,,Złotniki,2025-05-07,3
"2 Pokoje Na Zamkniętym Osiedlu
389 000 zł",389000.0,33.1,Grunwald,Poznań,2025-04-15,2
"Mieszkanie 2P z windą Rynek Łazarski
449 000 zł",449000.0,35.0,Łazarz,Poznań,2025-04-26,2
"3 -pokojowe mieszkanie „pod klucz”
399 000 zł",399000.0,51.14,,Swarzędz,2025-05-06,3
"Orzechowa Osada | mieszkanie 2-pok. | C09
361 630 zł",361630.0,42.05,,Kobylniki,2025-04-25,2
"Piękne mieszkanie dla dużej rodziny na parterze
409 000 zł",409000.0,86.1,,Pniewy,2025-04-18,
"Dwa pokoje Luboń. Świetna lokalizacja + parking!
435 000 zł",435000.0,36.6,,Luboń,2025-04-12,
"3-pokoje po remoncie! Polecam!!!
389 000 zł",389000.0,61.0,,Gniezno,2025-04-23,3
"Na sprzedaż 2-pokojowe mieszkanie z windą – Kalisz
399 000 zł",399000.0,53.2,,Kalisz,2025-05-02,2
"Przestronne mieszkanie, super lokalizacja
389 000 zł",389000.0,63.5,,Leszno,2025-05-01,
"Bezczynszowe mieszkanie z ogródkiem w centrum Złotowa
399 000 zł
do negocjacji",399000.0,104.0,,Złotów,,
"NOWE mieszkanie sprzedam 45m
383 000 zł",383000.0,45.0,,Marszew,2025-05-11,
"Mieszkanie ul. Działkowa
399 000 zł
do negocjacji",399000.0,56.31,,Nowy Tomyśl,2025-05-06,
"58m Dachowa ul. Turkusowa 47 działka 634m2
404 000 zł",404000.0,58.0,,Dachowa,2025-04-18,
"Sprzedam mieszkanie bez pośredników – Napachanie, ul. Majątkowa
365 000 zł",365000.0,52.4,,Napachanie,2025-04-20,
"Dwupoziomowe mieszkanie w Śródmieściu
350 000 zł",350000.0,48.83,,Kalisz,2025-04-18,
"Eleganckie 2 pokoje w willi, wysokość 3.6m
375 000 zł",375000.0,25.0,Górczyn,Poznań,,2
"Mieszkanie 3-pokojowe 61,8m2
425 000 zł",425000.0,61.8,,Kalisz,2025-05-09,3
"Nowe Pobiedziska 2 | mieszkanie 2-pok. | M1_65
401 193 zł",401193.0,49.53,,Pobiedziska,2025-05-04,2
"Luksusowa kawalerka z dużym tarasem
379 000 zł",379000.0,32.01,,Kalisz,2025-05-09,1
"Atrakcyjne mieszkanie 55m2 z garażem LesznoOgrody
375 000 zł",375000.0,55.0,,Leszno,2025-04-11,
"Mieszkanie bezczynszowe 79,6m2, 3 pokojowe, 1 piętro, po remoncie
385 000 zł",385000.0,79.6,,Rataje,2025-04-29,3
"Do remontu. Mieszkanie 2-pokojowe 42,2m2 - Oś. Leśne, Koziegłowy.
374 000 zł
do negocjacji",374000.0,42.2,,Koziegłowy,,2
"Mieszkanie 3-pokoje z loggia - Ustronie!
369 000 zł
do negocjacji",369000.0,59.9,,Gniezno,2025-05-06,3
"Mieszkanie+Ogródek+2MP+Internet+Fotowoltaika
405 000 zł",405000.0,71.17,,Tarnowo Podgórne,2025-05-11,
"2 pokoje, doskonała lokalizacja, Grunwald, 1. piętro
450 000 zł",450000.0,42.9,Ogrody,Poznań,2025-05-10,2
"Ograniczona HOT oferta! | Największy, prywatny ogródek aż 79 m2!
436 275 zł",436275.0,31.78,Winogrady,Poznań,2025-05-07,
"2-pok | 38m2 | I piętro | blisko Rynku Wildeckiego
399 000 zł",399000.0,38.07,Wilda,Poznań,2025-04-23,2
"3 pokoje, po generalnym remoncie – top lokalizacja
395 000 zł",395000.0,47.0,,Leszno,2025-04-25,3
"OKAZJAKawalerka lub 2 pokogródekPremiumJeżyce
393 624 zł",393624.0,39.8,Jeżyce,Poznań,2025-04-16,1
"Nowoczesne Mieszkanie , Gotowe Do Zamieszkania
409 000 zł",409000.0,48.0,,Ostrów Wielkopolski,2025-05-01,
"2 pokojowe mieszkanie idealne na start - Głogowska
375 000 zł",375000.0,33.22,Górczyn,Poznań,2025-04-15,2
"Na sprzedaż nowoczesna kawalerka Poznań/Grunwald
388 000 zł",388000.0,26.4,Grunwald,Poznań,2025-04-14,1
"Przestronne 4- pok mieszkanie na parterze
449 000 zł",449000.0,66.24,,Kalisz,2025-04-18,4
"Słoneczna kawalerka na zielonych Podolanach!
398 000 zł",398000.0,30.76,Podolany,Poznań,2025-05-08,1
"Zainwestuj w komfort własnej rodziny!
350 000 zł",350000.0,51.4,,Kościan,2025-05-09,
"Mieszkanie 38 m Kórnik
370 000 zł",370000.0,38.0,,Lisówki,2025-05-10,
"Mieszkanie bez czynszowe 93mkw od właściciela,bez pośredników ,okazja
399 999 zł",399999.0,93.0,,Kościan,2025-05-04,
"Mieszkanie w budynku z 4 lokalami mieszkalnymi z ogródek
380 000 zł",380000.0,58.0,,Grodzisk Wielkopolski,2025-05-08,
"Atrakcyjne mieszkanie 2 pokojowe
448 000 zł",448000.0,49.0,,Plewiska,2025-04-16,2
"3 pokoje z widokiem na zieleń
448 000 zł",448000.0,60.9,,Konin,2025-05-06,3
"NOWYApartament Winda Centrum Ogródek SOHO‼Parking
361 111,12 zł",36111112.0,35.0,,Jarocin,2025-05-11,
"Mieszkanie na sprzedaż, Piła, 3 pokoje
449 000 zł",449000.0,55.0,,Piła,2025-04-18,3
"Idealne 2-pokojowe mieszkanie + garderoba, wyremontowane, wyposażone
390 000 zł",390000.0,50.0,,Kalisz,2025-04-28,2
"Nadolnik Compact Apartments | apartament AB.4.073
397 320 zł",397320.0,42.0,,Poznań,2025-05-01,
"Mieszkanie 3-pokojowe 49,61m2, po remoncie
359 000 zł",359000.0,49.61,,Leszno,2025-04-19,3
"Rezerwacja-kawalerka po remoncie
419 000 zł",419000.0,30.3,Łazarz,Poznań,2025-04-22,1
"PSARSKIE - ul. Hebanowa 5 lokal 32
356 148 zł",356148.0,50.61,,Psarskie,2025-05-07,
"3 pok. Bezczynsz. Ogrzew. Podl.
414 000 zł",414000.0,59.0,,Rokietnica,2025-04-30,3
"Sprzedaż mieszkania
395 000 zł",395000.0,64.0,,Rogoźno,2025-05-07,
"Sprzedam Mieszkanie z działeczką i dwoma parkingami .
385 000 zł
do negocjacji",385000.0,59.0,,Żerków,2025-05-11,
"Sprzedam odnowione mieszkanie 46,42m2 z garażem w Śródmieściu Kalisza
371 360 zł
do negocjacji",371360.0,46.42,,Kalisz,,
"Mieszkanie, Jana Pawła II
410 000 zł",410000.0,91.8,,Czerniejewo,2025-05-08,
"Jasna kawalerka, ul. Strzałkowskiego, osobna kuchnia
379 000 zł",379000.0,24.0,Jeżyce,Poznań,2025-05-09,1
"Mieszkanie 4-pokojowe z dużym balkonem
379 000 zł",379000.0,64.7,,Kalisz,2025-04-18,4
"3-pokojowe mieszkanie 50m2 + balkon
405 280 zł",405280.0,50.66,,Koninko,2025-04-22,3
"Środa Wlkp. mieszkanie 3 pokojowe Osiedle Młodych
379 000 zł",379000.0,48.0,,Środa Wielkopolska,2025-05-02,3
"Ostatnie Wolne Mieszkanie ! 6Tys/M2
380 000 zł",380000.0,61.0,,Radzyny,2025-04-14,
"3 pokoje I pełne wyposażenie I wysoki standard I Kościan
365 000 zł",365000.0,52.5,,Kościan,2025-05-03,3
"Mieszkanie 2-pokojowe, 43,72 m², Murowana Goślina, NA SPRZEDAŻ!
400 575 zł",400575.0,43.72,,Murowana Goślina,2025-05-09,2
"Centrum ul. Strzałowa - 2 pokoje
405 000 zł",405000.0,29.5,Stare Miasto,Poznań,,2
"os. Staszyce - Mieszkanie Bezczynszowe z ogrodem
449 000 zł",449000.0,78.57,,Piła,2025-04-25,
"Mieszkanie własnościowe, bezczynszowe z ogródkiem i parkingiem
389 000 zł",389000.0,64.71,,Grodzisk Wielkopolski,,
"OWP, 3 pokoje, po remoncie, opcja z umeblowaniem
415 000 zł",415000.0,51.7,,Grodzisk Wielkopolski,2025-05-05,3
"Mieszkanie ul. Działkowa
399 000 zł
do negocjacji",399000.0,56.31,,Nowy Tomyśl,2025-05-06,
