Title,Price,Size,Neighbourhood,City,Date_Posted,Rooms
"Mieszkanie na sprzedaż 74m2 / Kalisz-Boczków-Nowe Skalmierzyce
660 000 zł",660000.0,74.0,,Kalisz,2025-05-05,
"Jasne , ciche 3 POK do wejścia| Balkon| Podolany
669 000 zł",669000.0,56.0,Podolany,Poznań,,3
"Przytulne mieszkanie- atrakcyjna oferta !!
659 000 zł",659000.0,53.14,Naramowice,Poznań,2025-05-06,
"2024r. Dwupoziomowe Naramowice Wyremontowane Winda Taras 3 Pokoje!
699 000 zł",699000.0,54.39,Naramowice,Poznań,2025-04-24,3
"Mieszkanie z dużym ogrodem w Biedrusku na zamkniętym osiedlu 65m
690 000 zł",690000.0,65.0,,Biedrusko,2025-05-05,
"65m2, 3 pokoje, 2łazienki, garderoba, centrum
688 350 zł",688350.0,65.1,Jeżyce,Poznań,2025-05-11,3
"Piękne mieszkanie z OGRÓDKIEM - OKAZJA !
657 999 zł",657999.0,47.0,Grunwald,Poznań,2025-05-03,
"3-pokojowe świeżo po remoncie
659 000 zł",659000.0,53.5,Grunwald,Poznań,2025-04-23,3
"Piękne Słoneczne 3 pokojowe mieszkanie z balkonem do wprowadzenia
659 000 zł",659000.0,45.42,,Poznań,2025-05-09,3
"Eleganckie, dwupoziomowe, klimatyzacja, Poznań.
660 000 zł",660000.0,66.1,Junikowo,Poznań,2025-04-14,
"Mieszkanie 60m2 - Polanka
654 000 zł",654000.0,60.0,Rataje,Poznań,2025-04-14,
"Wyjątkowe 2-pokojowe mieszkanie – Fiqus Marcelin, ul. Świerzawska 11
669 000 zł",669000.0,45.0,Grunwald,Poznań,2025-04-24,2
"3-pokojowe mieszkanie w sercu Łazarza – kamienica po rewitalizacji
699 937 zł
do negocjacji",699937.0,63.0,Łazarz,Poznań,2025-04-21,3
"Mieszkanie 3 pok. 56m2, Podolany BEZ PROWIZJI !!! . Piwnica 8m2!
699 000 zł",699000.0,56.21,Podolany,Poznań,2025-05-01,3
"Słoneczny, przestronny dwu 2- piętrowy apartament
650 000 zł",650000.0,94.0,,Kalisz,2025-03-13,
"Pięciopokojowe mieszkanie z aneksem- bezpośrednio!
699 000 zł",699000.0,77.0,Rataje,Poznań,2025-03-26,
"3 pokoje, mieszkanie z garażem na sprzedaż
659 000 zł",659000.0,55.6,Śródka,Poznań,2025-03-31,3
"Super lokalizacja! 3 pok. Marcelińska Ataner
690 000 zł",690000.0,53.0,Grunwald,Poznań,2025-04-12,3
"3 pokojowe mieszkanie CENA DO NEGOCJACJI!
650 000 zł",650000.0,65.9,,Zalasewo,2025-05-06,3
"Gotowe do wejścia, M2 nad Maltą, prowizja 0%
699 000 zł",699000.0,45.93,Rataje,Poznań,2025-05-08,
"BRAK PODATKU PCC| skrajny segment| 2023
669 000 zł",669000.0,74.43,,Czapury,2025-05-03,
"Świetnie skomunikowane, Parking i komórka lokatorska w cenie
669 000 zł",669000.0,51.21,Winogrady,Poznań,2025-05-02,
"Red Park 2019r /2 pokoje/ 50 m2 / wysoki standard
699 000 zł",699000.0,49.94,Wilda,Poznań,2025-04-28,2
"Mieszkanie na sprzedaż 74m2 / Kalisz-Boczków-Nowe Skalmierzyce
660 000 zł",660000.0,74.0,,Kalisz,2025-05-05,
"4-pokojowe mieszkanie | ≈ 70 m² | Ogród | Czapury
659 000 zł",659000.0,70.0,,Czapury,2025-04-06,4
"Mieszkanie, Poznań
665 000 zł",665000.0,67.3,,Poznań,2025-04-22,
"Funkcjonalne mieszkanie na Ratajach
685 000 zł",685000.0,69.32,Rataje,Poznań,2025-04-28,
"Hit! Od Zaraz Poznań Jeleniogórska 3 pokoje Garaż!
685 000 zł",685000.0,54.87,Grunwald,Poznań,2025-05-08,3
"Mieszkanie 75,66 m2 w Rokietnicy WYSOKI standard
690 000 zł",690000.0,75.66,,Rokietnica,2025-04-09,
"Stylowe 3 pokojowe wyposażone mieszkanie balkon
692 150 zł",692150.0,63.5,Łazarz,Poznań,2025-04-22,3
"4 pokoje, ogródek, nowe mieszkanie!
697 686 zł",697686.0,77.78,,Koziegłowy,2025-05-03,4
"3 pokoje | Jeżyce | stylowe mieszkanie po remoncie
699 000 zł",699000.0,51.0,Jeżyce,Poznań,2025-04-22,3
"2-pokoje| ogródek 113m² | komórka lokatorka| miejsce parkingowe
675 000 zł",675000.0,46.87,Winogrady,Poznań,2025-05-04,2
"Nowoczesne 3-pokojowe z ogródkiem w Dopiewcu
659 000 zł",659000.0,53.2,,Dopiewiec,2025-04-14,3
"Gotowa inwestycja! Os. Stare Żegrze!
670 000 zł",670000.0,74.3,,Poznań,2025-05-11,
"Urządzone dwupoziomowe, 4 pok. , Klima, Taras,
669 000 zł",669000.0,91.0,,Środa Wielkopolska,,4
"Piękne wyremontowane mieszkanie, gotowe do wprowadzenia
699 000 zł
do negocjacji",699000.0,64.9,Winogrady,Poznań,,
"0%, 2/3pok. Ataner z Wyposażeniem !
699 000 zł",699000.0,50.0,Ławica,Poznań,2025-05-05,3
"Przestronne mieszkanie z garderobą i dużą loggią
690 000 zł",690000.0,55.59,Górczyn,Poznań,2025-04-15,
"Przestronne z garderobą - Apartamenty Bergera
699 000 zł",699000.0,47.6,Stare Miasto,Poznań,2025-04-16,
"Przestronne mieszkanie z garderobą i dużą loggią
690 000 zł",690000.0,55.59,Grunwald,Poznań,2025-04-25,
"mieszkanie Wilda - 2 pok. kamienica (74 mkw)
660 000 zł",660000.0,74.0,Wilda,Poznań,2025-04-24,2
"Piękne, jak nowe, po kompleksowym remoncie, do wprowadzenia
699 000 zł",699000.0,64.9,Winogrady,Poznań,2025-05-07,
"negocjacje 0% prowizji | 45 m2 z widokiem na park
650 000 zł",650000.0,45.0,Grunwald,Poznań,2025-05-02,
"Wynajęte mieszkanie inwestycyjne 3-pak Jeżyce
680 000 zł",680000.0,49.75,Jeżyce,Poznań,2025-04-18,
"Mieszkanie 4-pok., osobna kuchnia, balkon, piwnica
679 000 zł",679000.0,87.0,,Swarzędz,2025-04-14,4
"Nowe 3-pokojowe mieszkanie pod klucz - Starołęka
655 000 zł",655000.0,51.97,Starołęka,Poznań,2025-05-09,3
"Jasne , ciche 3 POK do wejścia| Balkon| Podolany
669 000 zł",669000.0,56.0,Podolany,Poznań,,3
"Mieszkanie z widokiem , 3 pokojowe,Piątkowo,Bonin, Sołacz, Winiary
679 000 zł
do negocjacji",679000.0,55.0,Sołacz,Poznań,,3
"Mieszkanie na parterze BEZCZYNSZOWE - 62,73m2 w Centrum Kępna!
669 000 zł",669000.0,62.73,,Kępno,,
"Wykończone mieszkanie pod klucz Podgaje k/Śremu
650 000 zł",650000.0,108.0,,Gaj,2025-04-15,
"2 pokoje z miejsce w hali garażowej - Grunwald
675 000 zł",675000.0,52.0,Grunwald,Poznań,2025-04-22,2
"Słoneczne mieszkanie na ostatnim piętrze bez 2%Pcc
669 000,10 zł",66900010.0,50.57,Grunwald,Poznań,2025-04-16,
"Panoramiqa | mieszkanie 3-pok. | C.02.006
700 000 zł",700000.0,65.75,Starołęka,Poznań,2025-04-21,3
"Mieszkanie 2 pokojowe Marcelińska OKAZJA!
678 000 zł",678000.0,45.56,Grunwald,Poznań,2025-04-29,2
"Mieszkanie 73m Poznań os. Bolesława Chrobrego 41
699 000 zł",699000.0,73.0,Piątkowo,Poznań,2025-04-06,
"Eleganckie mieszkanie w zabudowie szeregowej
699 000 zł",699000.0,75.0,,Koninko,2025-04-30,
"Parter, Gotowe Do Zamieszkania, Blok Z 2019R
665 000 zł",665000.0,72.43,,Wolsztyn,2025-04-24,
"Mieszkanie 71,45m, 4 pok os. Górne w Pile
650 000 zł
do negocjacji",650000.0,71.45,,Piła,2025-05-04,4
"Bezpośrednio! Atrakcyjne 3 pokojowe | Niski blok | 1 piętro
665 000 zł",665000.0,62.4,Piątkowo,Poznań,2025-04-11,3
"Zadbane mieszkanie/łazarz/blisko Pkp/wysoki parter
659 000 zł",659000.0,72.1,Grunwald,Poznań,2025-05-06,
"Przestronne M3 (64 m²) w idealnej lokalizacji
650 000 zł",650000.0,64.0,Piątkowo,Poznań,2025-04-03,
"Mieszkanie 2 pokojowe 44m2 osiedle ułańskie WOLNE
650 000 zł",650000.0,44.1,Łazarz,Poznań,2025-04-05,2
"Osiedle Botanika Nowe mieszkanie 75 m z dużym tarasem
665 000 zł
do negocjacji",665000.0,75.0,,Krotoszyn,2025-05-05,
"Unikatowe mieszkanie 4-pokojowe blisko tramwaju na Ratajach!
669 000 zł",669000.0,61.2,Rataje,Poznań,,4
"Atrakcyjne mieszkanie na Podolanach
674 100 zł",674100.0,59.79,Podolany,Poznań,2025-04-30,
"3-pokojowe mieszkanie 65m2 + balkon Bezpośrednio
673 002 zł",673002.0,65.34,Junikowo,Poznań,2025-05-08,3
"Nowa oferta! Szeregowce nad rzeczką w Czapurach.
690 000 zł",690000.0,91.95,,Poznań,2025-05-10,
"Duże mieszkanie w ładnej kamienicy na Wildzie
686 000 zł",686000.0,76.26,Wilda,Poznań,2025-05-01,
"Na sprzedaż nowoczesne 3-pokojowe mieszkanie – Naramowice, Poznań
659 000 zł",659000.0,53.0,Naramowice,Poznań,2025-04-24,3
"Jasne , ciche 3 POK do wejścia| Balkon| Podolany
669 000 zł",669000.0,56.0,Podolany,Poznań,,3
"Piękne wyremontowane mieszkanie, gotowe do wprowadzenia
699 000 zł
do negocjacji",699000.0,64.9,Winogrady,Poznań,,
"Mieszkanie z widokiem , 3 pokojowe,Piątkowo,Bonin, Sołacz, Winiary
679 000 zł
do negocjacji",679000.0,55.0,Sołacz,Poznań,,3
"Nowe wnętrze, top lokalizacja -3 pokoje-Saperska
689 000 zł",689000.0,48.0,Wilda,Poznań,2025-04-19,3
"3 pokoje, loggia, klimatyzacja, komórka lokatorska
669 000 zł",669000.0,74.0,,Zalasewo,,3
"3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio
680 000 zł",680000.0,57.66,Ławica,Poznań,2025-05-05,3
"Mieszkanie 4-pokoje (61,2 mkw.) Poznań Rataje
699 000 zł",699000.0,61.2,,Poznań,2025-04-24,4
"Mieszkanie - szereg z ogródkiem - Nowe Tarnowo
699 000 zł",699000.0,63.0,,Tarnowo Podgórne,2025-03-22,
"Duże mieszkanie w Kamienicy Centrum !
650 000 zł",650000.0,94.92,,Ostrów Wielkopolski,2025-05-11,
"Jedyne Takie 4-Pokojowe Poznań Nowe I Gotowe
698 843,60 zł",69884360.0,73.64,Podolany,Poznań,2025-05-05,4
"Apartamenty Bergera | praktyczny apartament 1A/9
678 385 zł",678385.0,58.99,Wilda,Poznań,2025-05-03,1
"Świetnie skomunikowane, Parking i komórka lokatorska w cenie
669 000 zł",669000.0,51.21,Winogrady,Poznań,2025-05-02,
"Gotowa inwestycja! Os. Stare Żegrze!
670 000 zł",670000.0,74.3,,Poznań,2025-05-11,
"Urządzone dwupoziomowe, 4 pok. , Klima, Taras,
669 000 zł",669000.0,91.0,,Środa Wielkopolska,,4
"Rodzinne 91 m² z tarasem + garaż gratis 17.04
699 000 zł",699000.0,91.0,,Środa Wielkopolska,2025-05-08,
"0% Prowizji. Promocja. Winogrady. Nowe od
669 446 zł",669446.0,65.02,Winogrady,Poznań,2025-04-24,
"kawalerka trójpak inwestycyjny prywatnie - 3 sztuki
679 000 zł",679000.0,57.0,Stare Miasto,Poznań,2025-05-11,1
"Butikowo wykończone mieszkania z ogródkami.
680 000 zł",680000.0,72.45,,Rokietnica,2025-05-09,
"Piątkowo | 3 niezależne pokoje | balkon | komórka lokatorska | garaż
680 000 zł",680000.0,60.2,Piątkowo,Poznań,2025-04-22,
"5-pok | 2 piętro | blisko Rynku Wildeckiego
683 000 zł",683000.0,80.38,Wilda,Poznań,2025-04-21,5
"Grunwald Atrakcyjne mieszkanie dwupokojowe
659 000 zł",659000.0,54.0,Grunwald,Poznań,2025-04-12,
"3 pokojowy lokal POD KLUCZ 67,14 m2, bez PCC!
655 572 zł",655572.0,67.14,,Koninko,2025-04-28,3
"2-pokoje|Wysoki standard|Ogród Taras|Hala garażowa
654 500 zł",654500.0,38.5,Strzeszyn,Poznań,2025-04-20,2
"Mieszkanie na parterze BEZCZYNSZOWE - 62,73m2 w Centrum Kępna!
669 000 zł",669000.0,62.73,,Kępno,,
"Mieszkanie na sprzedaż 74m2 / Kalisz-Boczków-Nowe Skalmierzyce
660 000 zł",660000.0,74.0,,Kalisz,2025-05-05,
"Red Park 2019r /2 pokoje/ 50 m2 / wysoki standard
699 000 zł",699000.0,49.94,Wilda,Poznań,2025-04-28,2
"cicha okolica , tereny zielone , kampus UAM
672 000 zł",672000.0,70.8,Stare Miasto,Poznań,2025-04-22,
"Przytulne mieszkanie 3-pokojowe na Naramowicach
680 000 zł",680000.0,56.16,Naramowice,Poznań,2025-04-14,3
"Nowe mieszkanie na Grunwaldzie
675 000 zł",675000.0,46.04,Grunwald,Poznań,2025-04-13,
"Mieszkanie w Poznaniu, ul. ŻORSKA Silva Eco Ville
700 000 zł",700000.0,58.12,Starołęka,Poznań,2025-03-31,
"Mieszkanie dwupoziomowe 83m2 Ogródek! Wykończone! 4pokoje!
699 999 zł
do negocjacji",699999.0,83.0,,Rokietnica,,4
"Mieszkanie z ogrodem/ 4 pokoje
685 000 zł",685000.0,106.44,,Sierosław,2025-03-21,4
"Piękne 3 pokojowe mieszkanie w zielonej okolicy
699 000 zł",699000.0,77.25,,Poznań,2025-03-21,3
"Mieszkanie w dobrej lokalizacji - Malta/Łacina
650 000 zł",650000.0,55.98,,Poznań,2025-04-30,
"Stylowe mieszkanie – 2 minuty od Warty
659 000 zł",659000.0,45.0,,Poznań,2025-04-04,
"OKAZJA!!! 5 Pokoi | Dwa balkony | Ogródek | TYLKO 9574 zł/m2
669 832 zł",669832.0,69.96,Rataje,Poznań,2025-05-09,5
"Urokliwe mieszkanie z klimatyzacją
680 000 zł",680000.0,53.5,Łazarz,Poznań,2025-05-08,
"Nowczesny apartament - częściowo wykończony
698 000 zł",698000.0,122.0,,Gniezno,2025-03-31,
"Nowoczesne mieszkanie | BEZ 2% PCC | Duża loggia
699 999 zł",699999.0,43.0,Jeżyce,Poznań,2025-05-08,
"Apartament na Osiedlu Diamentowym
670 000 zł",670000.0,62.17,,Konin,2025-05-03,
"Bezposrednio sprzedam funkcjonalne z mozliwosciami
667 000 zł",667000.0,63.6,Piątkowo,Poznań,2025-03-14,
"II Etap Inwestycji - Osiedle W Sercu Skórzewa!
699 000 zł",699000.0,80.0,,Skórzewo,2025-04-24,
"Prawdziwa perełka - studio z balkonem w kamienicy z windą | Jeżyce
699 000 zł",699000.0,27.75,Jeżyce,Poznań,2025-04-30,1
"mieszkanie po remoncie na Jeżycach
650 000 zł",650000.0,50.0,Jeżyce,Poznań,2025-05-07,
"Na sprzedaż mieszkanie z ogrodem UMEBLOWANE/ cena do duzej negocjacji
669 000 zł
do negocjacji",669000.0,64.1,,Cerekwica,2025-05-11,
"Mieszkanie na sprzedaż 74m2 / Kalisz-Boczków-Nowe Skalmierzyce
660 000 zł",660000.0,74.0,,Kalisz,2025-05-05,
"Jasne , ciche 3 POK do wejścia| Balkon| Podolany
669 000 zł",669000.0,56.0,Podolany,Poznań,,3
"Urządzone dwupoziomowe, 4 pok. , Klima, Taras,
669 000 zł",669000.0,91.0,,Środa Wielkopolska,,4
"2 Pokojowy Apartament w ścisłym centrum Miasta!
699 000 zł",699000.0,38.09,Stare Miasto,Poznań,2025-05-09,2
"Jasne i przestronne mieszkanie w Komornikach
670 000 zł",670000.0,82.18,,Komorniki,2025-04-23,
"Luksusowe mieszkanie 2-pokojowe z balkonem
664 000 zł",664000.0,51.95,,Kalisz,2025-04-30,2
"Rokietnica - świetna lokalizacaja - nowa oferta!
659 000 zł",659000.0,74.14,,Rokietnica,2025-05-05,
"Wyjątkowe mieszkanie w centrum Poznania
699 000 zł",699000.0,61.0,Stare Miasto,Poznań,2025-04-26,
"Wyposażone 2-pok | Klima | Balkon 9m2 | 2 miejsca w hali | Winda
695 000 zł",695000.0,48.5,Strzeszyn,Poznań,2025-05-06,2
"mieszkanie z widokiem na Rezerwat Żurawiniec + miejsce postojowe
660 000 zł",660000.0,44.0,Naramowice,Poznań,2025-05-07,
"Mieszkanie 4-pokojowe z ogródkiem
650 000 zł",650000.0,68.85,,Września,2025-03-16,4
"Mieszkanie/Apartament/Doskonała lokalizacja
685 000 zł",685000.0,114.29,,Sierosław,2025-04-18,
"Jeżyce – 2 pokoje, garaż, balkon, spokój i wygoda
650 000 zł",650000.0,45.75,Jeżyce,Poznań,2025-03-16,2
"Mieszkanie na parterze BEZCZYNSZOWE - 62,73m2 w Centrum Kępna!
669 000 zł",669000.0,62.73,,Kępno,,
"Mieszkanie z widokiem , 3 pokojowe,Piątkowo,Bonin, Sołacz, Winiary
679 000 zł
do negocjacji",679000.0,55.0,Sołacz,Poznań,,3
"Świetnie skomunikowane, Parking i komórka lokatorska w cenie
669 000 zł",669000.0,51.21,Winogrady,Poznań,2025-05-02,
"Nowoczesne 2 pokoje z dużym balkonem i zielonym widokiem|garaż|komórka
689 000 zł",689000.0,51.9,,Poznań,2025-05-05,2
"Przestronne mieszkanie na poznańskich Naramowicach
659 100 zł",659100.0,53.0,Naramowice,Poznań,2025-04-30,
"Bezczynszowe mieszkanie w Dąbrówce
699 000 zł
do negocjacji",699000.0,67.0,,Dąbrówka,2025-05-02,
"Red Park 2019r /2 pokoje/ 50 m2 / wysoki standard
699 000 zł",699000.0,49.94,Wilda,Poznań,2025-04-28,2
"3-Pokojowe M, Poznań, Grunwald, Po Remoncie
650 000 zł",650000.0,55.08,Grunwald,Poznań,2025-05-03,3
"2 pokoje z osobną kuchnią - Barańczaka
669 000 zł",669000.0,50.52,Jeżyce,Poznań,2025-04-30,2
"Wyjątkowe mieszkanie na os.Sobieskiego
690 000 zł",690000.0,61.9,Piątkowo,Poznań,2025-05-05,
"Przestronne trzypokojowe mieszkanie na Piątkowie
689 000 zł",689000.0,76.9,Piątkowo,Poznań,2025-04-14,
"Gotowe 2 pokoje 38,72 m2 + loggia | bez prowizji!
656 567,44 zł",65656744.0,39.96,Jeżyce,Poznań,2025-04-01,2
"Eleganckie M na kameralnym osiedlu Grunwaldu
699 000 zł",699000.0,50.68,Grunwald,Poznań,2025-05-06,
"Gotowa inwestycja! Os. Stare Żegrze!
670 000 zł",670000.0,74.3,,Poznań,2025-05-11,
"Piękne wyremontowane mieszkanie, gotowe do wprowadzenia
699 000 zł
do negocjacji",699000.0,64.9,Winogrady,Poznań,,
"3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji
700 000 zł",700000.0,60.12,Ławica,Poznań,2025-04-15,3
"Nowe mieszkanie 72,45 m2+garaż, Poznań Komorniki
650 008,10 zł",65000810.0,72.45,,Komorniki,2025-04-14,
"Komfortowe mieszkanie z wyposażeniem nad Maltą
650 000 zł",650000.0,52.1,,Poznań,2025-03-16,
"Osiedle Zagajnik | mieszkanie 3-pok. | 40 / B
684 049 zł",684049.0,76.09,Stare Miasto,Poznań,2025-04-22,3
"0% prowizji/Przystań Harmonii/nowe 2 pokoje/balkon
685 000 zł",685000.0,44.91,,Poznań,2025-04-18,2
"Komfortowe mieszkanie - Panorama Dobrzec
669 000 zł",669000.0,62.5,,Kalisz,2025-04-12,
"0% Prowizji. Promocja. Rataje. Nowe od Dewelopera
684 316 zł",684316.0,70.61,,Poznań,2025-04-21,
"Słoneczny apartament w Pile przy ul. Grottgera
655 800 zł",655800.0,65.58,,Piła,2025-04-30,
"Stylowe i komfortowe | Przeszklona sypialnia | Garderoba | Balkon
665 850 zł",665850.0,39.17,Grunwald,Poznań,2025-05-04,
"Mieszkanie na sprzedaż ul. Jeleniogórska
650 000 zł",650000.0,49.0,Grunwald,Poznań,2025-05-01,
"Słoneczne, przestronne w centrum Wildy
650 000 zł",650000.0,75.0,Wilda,Poznań,2025-04-27,
"Ziębicka 30 | mieszkanie 2-pok. | 1_1_04
669 541 zł",669541.0,49.78,Junikowo,Poznań,2025-04-16,2
"OKAZJAMEGA balkonJASNA KuchniaTANIE MP w hali
664 024 zł",664024.0,62.14,Winogrady,Poznań,2025-04-16,
"Rodzinna Malta | mieszkanie 3-pok. | B6
660 000 zł",660000.0,50.45,Warszawskie,Poznań,2025-04-23,3
"Sprzedam 2-pokojowe 51m2 na Ratajach
667 575 zł",667575.0,51.75,Rataje,Poznań,2025-04-07,2
"Centrum Poznania, mieszkanie po całkowitym remoncie!
670 000 zł",670000.0,50.0,Wilda,Poznań,2025-04-28,
"Osiedle Zagajnik | mieszkanie 3-pok. | 38 / B
684 049 zł",684049.0,76.09,Stare Miasto,Poznań,2025-04-18,3
"Mieszkanie 2 pokoje z TARASEM 54 m2, Parter
659 000 zł",659000.0,48.2,,Poznań,2025-04-22,2
"Mieszkanie 3 pokojowe 63,57 m2 Jeżyce na sprzedaż
690 000 zł",690000.0,63.57,Jeżyce,Poznań,2025-04-24,3
"2 pokojowe z balkonem przy lasku Marcelńskim
650 000 zł",650000.0,42.31,Grunwald,Poznań,2025-04-15,2
"Mieszkanie na sprzedaż 74m2 / Kalisz-Boczków-Nowe Skalmierzyce
660 000 zł",660000.0,74.0,,Kalisz,2025-05-05,
"Urządzone dwupoziomowe, 4 pok. , Klima, Taras,
669 000 zł",669000.0,91.0,,Środa Wielkopolska,,4
"Świetnie skomunikowane, Parking i komórka lokatorska w cenie
669 000 zł",669000.0,51.21,Winogrady,Poznań,2025-05-02,
"""Nowy Pleszew"" Mieszkanie na sprzedaż, Gładzie, Podłogówka.
650 000 zł
do negocjacji",650000.0,77.05,,Pleszew,,
"61 m² w centrum Poznania – 2 pokoje przy Targach i Dworcu Głównym
670 000 zł",670000.0,61.0,Łazarz,Poznań,2025-04-18,2
"Jeleniogórska 5 | mieszkanie 3-pok. | C-27
699 678 zł",699678.0,61.7,Junikowo,Poznań,2025-05-02,3
"Sprzedam mieszkanie 3 pokojowe na Grunwaldzie
675 000 zł",675000.0,49.0,Grunwald,Poznań,2025-04-11,3
"Kościan, 123 m2, ul.Pileckiego
699 000 zł",699000.0,123.0,,Kościan,2025-04-23,
"Zielona Przystań | nr 9C_4 I gotowe 3 pok.
665 760 zł",665760.0,55.48,Naramowice,Poznań,2025-04-28,3
"3-pokojowe mieszkanie 69m2 + balkon Bez Prowizji
695 000 zł",695000.0,69.68,Junikowo,Poznań,2025-04-28,3
"Mieszkanie z garażem
700 000 zł",700000.0,76.91,,Gostyń,2025-03-24,
"Rodzinna Malta | mieszkanie 2-pok. | C10
690 000 zł",690000.0,47.72,Warszawskie,Poznań,2025-04-23,2
"Jasne , ciche 3 POK do wejścia| Balkon| Podolany
669 000 zł",669000.0,56.0,Podolany,Poznań,,3
"Mieszkanie na parterze BEZCZYNSZOWE - 62,73m2 w Centrum Kępna!
669 000 zł",669000.0,62.73,,Kępno,,
"Red Park 2019r /2 pokoje/ 50 m2 / wysoki standard
699 000 zł",699000.0,49.94,Wilda,Poznań,2025-04-28,2
"Gotowe mieszkanie | Fama | brak 2% PCC
699 000 zł",699000.0,42.56,Jeżyce,Poznań,2025-05-06,
"Sprzedam mieszkanie Kamienica 28 Czerwca 1956r
655 000 zł",655000.0,79.53,Wilda,Poznań,2025-04-23,
"Rodzinna Malta | mieszkanie 2-pok. | C3
680 000 zł",680000.0,43.64,Warszawskie,Poznań,2025-04-23,2
"Osiedle Zagajnik | mieszkanie 3-pok. | 46 / B
684 049 zł",684049.0,76.09,Stare Miasto,Poznań,2025-04-19,3
"Wilda, 2-3 pokoje 56m2, Robocza
660 000 zł",660000.0,56.0,Wilda,Poznań,2025-04-26,3
"Jasne, dwustronne mieszkanie 2 pokojowe w Centrum
659 000 zł",659000.0,53.5,Stare Miasto,Poznań,2025-04-28,2
"2 Pokojowe w prestiżowej lokalizacji ul. Ułańska
679 000 zł",679000.0,60.7,Łazarz,Poznań,2025-04-08,2
"Dwupokojowe Mieszkanie gotowe do wprowadzenia się!!! Umeblowane!!!
655 000 zł",655000.0,49.31,Winogrady,Poznań,2025-05-06,
"1 - pokojowe mieszkanie, lokal inwestycyjny
652 002 zł",652002.0,35.37,Jeżyce,Poznań,2025-04-30,1
"Mieszkanie bezczynszowe
680 000 zł",680000.0,69.0,,Środa Wielkopolska,2025-04-13,
"Gotowa inwestycja! Os. Stare Żegrze!
670 000 zł",670000.0,74.3,,Poznań,2025-05-11,
"Piękne wyremontowane mieszkanie, gotowe do wprowadzenia
699 000 zł
do negocjacji",699000.0,64.9,Winogrady,Poznań,,
"Mieszkanie z widokiem , 3 pokojowe,Piątkowo,Bonin, Sołacz, Winiary
679 000 zł
do negocjacji",679000.0,55.0,Sołacz,Poznań,,3
"Mieszkanie z dużym ogrodem. Złote łąki
668 880 zł
do negocjacji",668880.0,72.3,,Kościelna Wieś,2025-05-09,
" wysoki standard  blisko natury 
699 000 zł",699000.0,48.0,Junikowo,Poznań,2025-04-22,
"Zielona Przystań | nr 9C_7 I gotowe!
676 856 zł",676856.0,55.48,Naramowice,Poznań,2025-04-28,
"Mieszkanie jakość PREMIUM, blisko natury
693 891 zł",693891.0,53.79,Junikowo,Poznań,,
"3-pokojowe mieszkanie 51m2 + balkon Bez Prowizji
665 738 zł",665738.0,51.25,Jeżyce,Poznań,2025-04-22,3
"Mieszkanie 71,3 m², z dużym balkonem, przy lesie
700 000 zł",700000.0,71.35,Jeżyce,Poznań,2025-04-23,
"2 Pokoje | Fama | Nowe Gotowe Urządzone Pod Klucz
699 000 zł",699000.0,42.56,,Poznań,2025-04-23,2
"3-pokojowe mieszkanie 53m2 + balkon
662 734 zł",662734.0,53.61,Strzeszyn,Poznań,2025-04-24,3
"Mieszkanie 58,5m2 po generalnym remoncie na os. Armii Krajowej, Rataje
695 000 zł",695000.0,58.5,Rataje,Poznań,2025-04-30,
"Sprzedam praktyczne i wygodne mieszkanie na os. Stare Żegrze
699 000 zł",699000.0,77.0,Rataje,Poznań,,
"Dwupokojowe mieszkanie w zielonej okolicy Poznania
669 541 zł",669541.0,49.78,Junikowo,Poznań,2025-04-13,
"INWESTYCYJNE w ścisłym centrum, 3 pokoje, z pełnym wyposażeniem
660 000 zł
do negocjacji",660000.0,67.0,Jeżyce,Poznań,2025-04-14,3
"Mieszkanie 63,90m Poznań Park Rataje - NOWA CENA!
699 000 zł",699000.0,63.9,,Poznań,2025-05-10,
"3 pokojowe - dwustronne - ogródek - bez prowizji
654 694 zł",654694.0,59.02,Rataje,Poznań,2025-05-05,3
"Mieszkanie 2-pokojowe centrum
690 000 zł
do negocjacji",690000.0,45.4,Stare Miasto,Poznań,2025-04-30,2
"mieszkanie na Osiedlu B. Chrobrego Poznań
699 000 zł
do negocjacji",699000.0,72.0,Piątkowo,Poznań,2025-05-06,
"Grunwald Park | mieszkanie 3-pok. | 8H_20
684 285 zł",684285.0,65.17,Junikowo,Poznań,2025-05-06,3
"Mieszkanie 2 pokojowe przy Cytadeli (53,30 m2) z miejscem parkingowym.
655 000 zł
do negocjacji",655000.0,53.3,Winogrady,Poznań,2025-05-09,2
"Stan deweloperski w zrewitalizowanej kamienicy PZŃ
659 900 zł",659900.0,38.7,Stare Miasto,Poznań,2025-04-22,
"Piękne wyremontowane mieszkanie, gotowe do wprowadzenia
699 000 zł
do negocjacji",699000.0,64.9,Winogrady,Poznań,,
"Świetnie skomunikowane, Parking i komórka lokatorska w cenie
669 000 zł",669000.0,51.21,Winogrady,Poznań,2025-05-02,
"Mieszkanie na sprzedaż 74m2 / Kalisz-Boczków-Nowe Skalmierzyce
660 000 zł",660000.0,74.0,,Kalisz,2025-05-05,
"Słoneczne, 2 stronne, balkon. Stan bdb.
660 000 zł
do negocjacji",660000.0,53.5,Warszawskie,Poznań,2025-05-06,
